title,author,newspaper,language,content,published_year,issue_number
LITTLE LEAGUE East Anaheim National Little League,Minor A Division,Anaheim Bulletin,english,"Johnson Tran of the Mets started on the mound for the Mets and had two strikeouts and allowed only two hits. Marc Starrett, in relief, had one strikeout and allowed only two hits and Brent Thornton finished the game with three strikeouts and allowing only one hit. Thornton also hit two singles and had two RBIs. Andrew Gonzalez hit two singles and had an RBI, Alex Baca hit a single and had an RBI, Justin Tran hit a single and Thomas Fagan stole home in the first inning. Cardinals 8, Marlins 7 (May 6) Starting pitcher Brett Martin went three innings, allowing three runs on two hits, walked two and struck out six for the Cardinals. Relief pitcher Tommy French gave up three runs on passed balls, two hits, walked three, and struck out two. Closing pitcher Zak Pierret gave up one run on no hits, walked two and struck out three. Pierret, Martin and Joshua Duarte each had a pair of walks, Roman Forras had a single, and his brother Aron had a pair of singles. French had a double and Timmy Cabrera got a couple of RBIs with his double. The Marlins scored three runs in the second inning with a base hit by Jeff Harper and double by Khodadod Kia that drove in Harper and Andrew Galvan. Marlins 1, Reds 0 (Saturday) The Marlins scored the only run of the game in the first inning on a single by Andrew Galvan and a double by Jeff Harper. Reds pitchers Marcus Santillana and Mike McNall shut down the Marlins after that. Anthony Martinez was on the hill for the Marlins, striking out 12 and giving up one infield single and one walk in five innings, Galvan came in to pitch the sixth striking out two more to preserve the shutout. Cardinals 11, Mets 2 (Saturday) Zak Pierret started on the mound for the Cardinals, allowing no runs, no hits. He walked four and struck out two. Relief pitcher Brett Martin allowed one run on one hit, gave up no walks and struck out six. Closing pitcher Tommy French allowed one run on one hit, walked one and struck out one. Cynthia Chivalier took 1st base with a pair of walks and once having been hit by a pitch. Pierret had a pair of walks and a single. For the Mets, starter Cullen Nelson collected four strike outs and allowed only two hits Marc Starrett collected three strikeouts and allowed one hit in one inning of relief. He also had a single to center that a - most made the home run fence Brent Thornton finished the game with four strikeouts and allowed no hits. Thomas Fagan hit a RBI single, Justin Tran hit a single and Alex Baca got on base and stole home. Minor B Division     Giants 8, Cubs 6 (May 6) Nicolas Sturdevant started on the mound for the Giants, picking up two strike outs in two innings. JT Greer came on in relief, getting six strike outs in two innings and Rocky Parks had the save with three strike outs Matthew DeLuca had two singles and an RBI, Cristian Flores had a single and scored, Anthony Ruiz walked twice and scored, Meagan Wagner walked and scored, Ethan Hebard walked and scored, Eric Owens had a single, walk and scored, Briana Alvarez walked and scored and Sturdevant had two singles.adres 13, Astros 12 (May 8) Tyler Edwards of the Padres allowed three hits and collected four strikeouts starting the game. He also hit a three-run home run and an RBI double. Anthony Beckstead pitched in relief and had one strikeout allowing only three hits. Brendon Cabrera hit a single and had two stolen bases, Jakob Dumont hit two singles and had a RBI and two stolen bases, Ben Herd hit a single and had 2 RBIs an, Nicolas Slagle had four stolen bases. Giants 5, Padres 3 (Saturday) Rocky Parks started on the mound for the Giants and had nine strike-outs in three innings, allowing one run. Matthew DeLuca had four strike-outs in two innings, allowing two runs. Eric Owens got a single and scored, Cristian Flores singled and got an RBI, Ethan Hebard hit a single, picked up an RBI and scored, Briana Alvarez walked twice and scored twice and Dakota Gernux walked once and scored. Parks had a two-run triple. For the Padres, Tyler Edwards only pitched one inning and collected two strikeouts. He also had an RBI single and had an intentional walk. Anthony Beckstead had five strikeouts and allowed only one hit in two innings on the mound and Brendon Cabrera closed out the last two innings and had five strikeouts and allowed only one hit. He also had an RBI and two stolen bases. ",2006,15-May
Free public swimming to return on June 21,CHRISTOPHER WAGNER/,Anaheim Bulletin,english,"The Community Services Department will kick off free public swimming at Pearson Park pool with a party at noon June 21. The party will feature Anaheim firefighters, pool lifeguards and CPR demonstrations. Drowning prevention information also will be available. Swim sessions will begin June 22 and run through Sept. 28. Hours are noon to 3 p.m., and 4 p.m. to 7 p.m. on Saturdays and Sundays. Weekday public swim sessions will be held from 3 p.m. to 4 p.m. June 23, through Aug.15. The city also offers swim lessons at three locations: Pearson Park Pool, 400 N. Harbor Blvd., Canyon High School Pool, 229 S. Imperial Highway, and Loara High School Pool, 1765 W. Cerritos Ave. Classes begin June 23 and will continue through Aug. IS or Sept. 12, depending on location. For more information on swimming lessons or to register for classes, call 765-5130. The city will be accepting mail-in registration for summer aquatics classes beginning Monday by phone with a major credit card. To register, call 765-5130 or fax to 765-5223 between 8 a.m. and 5 p.m. weekdays. Registration forms can be found in the Anaheim Magazine, which is available at city libraries and community centers. In addition, the magazine is now available in a view-and-print format on-line at www.anaheim.net. Walk-in registration for the summer aquatic classes will be accepted on the first Monday through Wednesday of every session at each pool site. Walk-in registration at City Hall will be available after June 7. Registration is taken on a first-come, first-serve basis. For more information call 765-5191. Mayor Curt Pringle prepares to cut the ribbon o CHRISTOPHER WAGNER. For the Anaheim Bulletin _ Betsy Ross Park, Anaheim's 46th park during a dedication ceremony on Saturday. Residents of the area around the park worked for more than 10 years to have the facility developed. They still are pushing for an expanded park, including a community center. The city is negotiating with the owners of adjacent properties to expand the size of the athletic field and build more parking. The park now includes a playground, gazebo, two basketball courts and a lighted athletic field. The park is at 1280 W. Santa Ana St. The festivities included a performance by the Anaheim High.",2006,15-May
Hills neighbors at odds over garage,Diane Reed,Anaheim Bulletin,english,"Ray Currie just wanted a garage big enough for all of his cars. The 2,900-square-foot steel and aluminum structure he is building at the end of a Martinez Road has become something more - a conversation piece. ""I've got a lot of hobbies,"" Currie said. ""Antique cars Stock cars. I've got eight or nine I guess. I've never stopped to count them."" He is building a prefabricated garage that is 65 feet long, 45 feet wide and 22 feet 4 inches tall, to hold them. When he built his 6,000-square-foot home in the 7000 block of Martella Lane in 1987, he included a three-car garage. ""I thought that would be enough,"" he said. It wasn't. In the last couple of years, Currie's car collection has grown. Cars on trailers, trucks, and recreational vehicles, some bearing the Currie Enterprises logo, have been parked along an unpaved easement known as Martinez Road. ""I graded the biggest possible pad and I'm building the biggest possible garage. Economically it didn't make sense to build anything smaller."" His neighbors aren't so sure. ""If I put that thing up on my lot they would dynamite me,"" said Paul Martin, owner of the property next door and an easement that ends at the Currie's garage. He noticed the concrete foundation two months before the steel framing went up. He says he went to the city to find out what would be built there. ""At first I was told that there were no plans (for a structure),"" he said. Later he said that he was alternately told that the plans had been ""lost, misfiled, misplaced or would not be available for viewing until after construction was completed."" ""It looks like a welding shop,"" he added. ""I'm worried they are going to do commercial work in there."" Currie Enterprises, the firm owned and operated by the Currie family, makes high performance parts for muscle cars, racecars and off-road vehicles. Currie said he might work on his own cars in the oversized garage, but insisted that all commercial work would be done at Currie Enterprises. ""That thing is just a monster,"" said Sharon Painter, who passes it on her way home. ""It is what everybody sees as they come up Mohler Drive and it looks pretty awful."" Painter, a yoga instructor, wonders how such a building was permitted in the scenic corridor. ""My ex-husband and I planted an orange grove and the city made us send out postcards to all the neighbors. They were real sticklers at the time,"" she said. Currie says he has talked to his neighbors and there are no problems. His father and brothers own most of the homes on Martella. ""We have no problem with the garage,"" said Charlotte Lark whose home is across the street from the structure. ""None at all. Its great."" Other neighbors were not notified of the Currie's garage it did not require a zoning variance or conditional use permit. ""It is within the code,"" said Fred Martinez, city building operations manager. ""The city cannot discriminate between manufactured buildings and on-site construction,"" said Greg Hastings, the city's zoning manager. Sonja Grewal, secretary for the Anaheim Hills Citizens Coalition suggested a possible avenue for those who oppose such structures in the city's scenic corridor. ""One option would be to participate in the city's general plan review process,"" she said. ""The zoning code is also under review."" Hastings said that existing setback and height requirements are being met and no commercial work would not be permitted there. He added that as an accessory building the garage must be in proportion to the main house. ""We wouldn't allow a building of this size behind a tract house in West Anaheim,"" Hastngs said. ""But because of the size of the Curie home, it is proportional."" He said there aren't many such structures in the city. He recalled only one. ""I think that one is being used as a stable,"" he said.",2006,15-May
Painting delayed but goes forward,Eleeza V. Agopian,Anaheim Bulletin,english,"The rain may have put a dent in their plans, but Paint Your Heart Out, Anaheim, volunteers stuck to their duties, putting in hours after work on weekdays and setting out early Saturday morning. Twenty houses were finished during the weekend and the all-volunteer teams will finish work on this year's 50 houses by Saturday. Members of the Kiwanis Club of Greater Anaheim showed up at Grayzna Czescik's home at 7:30 Saturday morning and finished by 1 p.m. - with the help of Czescik, her daughter and grandson. ""We are absolutely amazed,"" said Joanna Nachurski, Czescik's daughter. ""Because we have been in California for 10 years ... and this program, those people are very supportive to the community and very enthusiastic about the project."" Nachurski and her children live with Czescik. The Kiwanis Club was joined by students from Anaheim high school Key Clubs, who spend nearly every Saturday working on different service project. They said Paint Your Heart Out stands out from their other volunteer efforts because they see the results of their work. ""It's physically different,"" said Grace Kwon, 16, president of Kennedy High School's student body. ""You can see the difference."" The student body presidents from Katella and Savanna high schools also helped with the painting. ""We're out here to help our fellow community,"" said Eddie Ortiz, 17, Savanna High School's student body president. Czescik said she was pleased to see so many youth - nine from Katella, Kennedy, Savanna and Anaheim high schools pitched in. ""It teaches them the concept of work,"" she said. John Poole, team captain for the Kiwanis Club, is one of the founders of Paint Your Heart Out, Anaheim. ""For the young people it really instills an ethic to go back to the neighborhood,"" he said. Poole, who recently retired from his post as the city's code .enforcement manager, said programs like Paint Your Heart Out Anaheim are part of what make Anaheim a vibrant community. ""One of the great lessons that was learned, once we got past the frustration of the postponement (is) the level of ""Those people , are very supportive to the community and very enthusiastic about the project."" JOANNA NACHURSKI the commitment to the homeowners,"" said Carolyn Griebe, executive director of Paint Your Heart Out Anaheim. Community members from one church pitched in to help a neighbor from another church. Dorothy Parslow, 90, a member of the Church of Jesus Christ of Latter-day Saints, got a helping hand Saturday from volunteers with Anaheim United Methodist Church. The volunteers, all 55 of them, regrouped after the original paint day was rained out to give 90-year-old Parslow's home a fresh coat of paint. Some volunteers came from Parslow's own church who painted the body of the house. ""The trim was completed by the Anaheim United Methodist Church team. The last 10 houses will be completed this Saturday, with a few more receiving finishing touches this week. Paint Your Heart Out officials set a May 17 deadline for all the volunteer teams. The irony of rain on the 13th year of Paint Your Heart Out was not lost on Griebe, who said the board has learned its lesson from this year's experience. In the future, if it looks like rain the Friday before paint day, painting will automatically be postponed to the following Saturday.",2006,15-May
Residents split on current council,VIK JOLLY,Anaheim Bulletin,english,"When the City Council in June repealed a law limiting motel residents to a 30-day consecutive stay in a 90-day period, Jim Parkin said he had never been happier for his customers and his business. ""I can't tell you how wonderful it has been to own a business in Anaheim with the new council,"" said the owner1 of the Covered Wagon motel. That's the tone many business owners and residents are taking in Anaheim, where a new council took office one year ago and has steered the city toward less government interference. Others say, however, they are concerned about the new direction the city is taking. Under the old 30-90 law, Debbie Ainge, her son and her boyfriend would have had to leave the Covered Wagon and would have been unable to return for 60 days. With the 30-90 law re pealed, the family instead has to move out after 28 days and can move back in the next day. ""It's our home,"" she said. In the year since Mayor Curt Pringle and new councilmen Richard Chavez and Bob Hernandez have taken their seats on the dais with council members Tom Tait and Shirley McCracken, the City Council has decriminalized penalties for code enforcement violations, emphasized seat belt education over enforcement and created term limits for city boards and commissions to offer more residents a chance to participate. But not everyone thinks the changes are for the better. Judithanne Gollette, vice chairwoman of the West Anaheim Neighborhood Development Council, said she believes the council is listening, but only to special interests. ",2007,04-Dec
Winds foil annual Santa drop,OLIVIA MACIEL,Anaheim Bulletin,english,"Santa Claus is always trying to find creative ways to visit children. Whether it's down the chimney or in a helicopter, Santa makes his visits known. Last year and in years past, he made a grand entrance at the Anaheim Town Square shopping center on Lincoln Avenue and State College Boulevard. He dove from a plane 10,000 feet in the air, landing in one of the center's parking spaces. On Friday, he made his Marissa Espinosa and Brittany Duigou stop at the Tina's Custom Crafts table to color canvas bags during the annual Anaheim Town Square ""Jingle Bell Jump"" on ""Just because you're cleaning tables right now, doesn't mean you're always going to do this."" LUIS A SANDOVA L 5 1 1 N. Brookhurst , Suit e 300 , Anaheim , CA 9280 1 much, if not all, of their paycheck to their families' needs or to pay their own expenses. ""Parents can't afford to rent them a tux for prom,"" she said. ""They want some extra money for their sports. Everything's so expensive now."" Sandoval said she likes to encourage the students to work hard and aim high. ""Just because you're cleaning tables right now, doesn't mean you're always going to do this,"" Sandoval said. Sandoval was born in Zacatecas, Mexico, and raised in Anaheim. She became a citizen about seven years ago with friend and colleague Blanca Avila, 34. Avila, now an assistant manager at the McDonald's on Harbor, began working with Sandoval 15 years ago. ""She's a really good manager,"" Avila says of Sandoval. ""We can always count on her when we need anything."" Sandoval said she knows working in a fast-paced fast-food restaurant can be stressful with sometimes 2,000 customers coming through the doors each day. So, she tries to make the job fun for her employees. With more than 100 employees, she tries to talk to and listen to all of them. Sometimes they raffle off prizes and ever year they throw a Christmas Party in the restaurant, when it's closed on Christmas Day. And the employees say they appreciate it. ""I've been here for three years and the only reason I stayed is because of her,"" says 19-year-old Desiree Garcia. Sandoval hired Daniel Hernandez, then a 16-year-old student at Anaheim High School, from YES. He has since moved his way up and recently was named manager of a Mission Viejo McDonald's. ""All my managerial skills I have now, I learned from her,"" said Hernandez, now 23. ",2007,04-Dec
"Veterinary hospital 
gets council OK",Eleeza V. Agopian,Anaheim Bulletin,english,"A veterinary hospital may soon begin construction in a residential neighborhood after the City Council voted to approve it Tuesday despite neighbors' complaints and threatened legal action. The council voted 3-2 after a 2 hour public hearing. Mayor Curt Pringle and councilmen Richard Chavez and Tom Tait, voted for the project to move forward. Council members Shirley McCracken and Bob Hernandez were in opposition. The hearing was marked by eight residents who spoke out against the project and more than 25 people in the audience. Opponents said increased traffic, noise and other environmental impacts make the veterinary hospital incompatible with the surrounding neighborhood. Nearly 65 residents hired a lawyer and appealed the Planning Commission's decision in September to allow construction at 5055 E. Short St. to move forward. Now, those residents say they plan to file a lawsuit against the city. ""This is just not a good place to put in something that will probably create more traffic than that whole street creates now, by itself,"" said Wendy Miller, who lives on Brandon Circle adjacent to the hospital site. Pringle, Chavez and Tait all said that heavy traffic along Kellogg Drive leading to Short Street from Esperanza High School could create a dangerous situation. Pringle asked staff to report back to the council on the issue. ""The traffic issue is far and away exacerbated, not by the uses on this site or in that neighborhood but by the high school's size and the number of kids who bring cars to school,"" Pringle said. ""These are issues that need to be addressed (but) we shouldn't put that entire burden on the feet of this property owner."" The 10,000-square-foot facility would be open 7 a.m. to 9 p.m. weekdays and 8 a.m. to 5 p.m. weekends. In addition to veterinary care, it will also provide grooming and boarding services. Orientation to Senior Friends Tuesday January 6,200 4 West Anaheim Medical Center If activities, fun, fellowship, crafts, exercise, golf, bowling, travel, and of course, ways to stay healthy, are just some of your interests, then you will surely want to find out what Senior Friends is all about. Come to a continental breakfast and discover what you've been missing for only $15.00 per year. SENIOR FRIENDS Monthly Meetings Senior Friends meet every month for a myriad of various programs. Guest speakers provide information related to the needs of the senior population and may include physicians or local community leaders. Entertainment is provided. At times, games, such as Bingo are played. Whatever the program, the topics are of interest, the entertainment is unique, and the time spent is always enjoyable. Refreshments are provided at all meetings. Special events are held throughout the year and often include full luncheons. ",2007,04-Dec
Fresh perspective helping move the city forward,CURT PRINGLE,Anaheim Bulletin,english,"Welcome to the inaugural edition of what will be a monthly mayor's column. This month marks the first anniversary of my election as mayor of Anaheim, as well as that of council members Richard Chavez and Bob Hernandez. Joining with returning members Tom Tait and Shirley McCracken, this new City Council has brought a fresh perspective to our city government and an opportunity to move our city forward. In the year since, we've worked together to make great strides on projects both big and small for our city. Perhaps most importantly, this council has fostered a new climate that says Anaheim is open for business or, as one commentator characterized our new council dynamic, ""freedom-friendly."" This operational reform says to our business community: ""If you consider Anaheim as the place to conduct your business, we want to give you the tools necessary to help you be a vibrant, profitable part of our community."" This characterizes how we have approached the amendment to Anaheim's General Plan, the document that will guide Anaheim's land use for the 21st century. We are about to begin some MAYOR CURT PRINGLE major development in outdowntown, which will bring in new shops and residences. We are reinvigorating the Stadium Area, which will create a hub of residential, commercial, office and entertainment venues. We worked all year to bring a new managing partner to the Arrowhead Pond in order to protect and enhance one of our city's crown jewels. In April, PGA champion Tiger Woods arrived at Dad Miller Golf Course to break ground and kick off a fund-raising campaign for the Tiger Woods Learning Center. We have also made progress on several projects that don't always grab the headlines but are just as important to making Anaheim a great city. We have moved forward with our neighbors, the city of Yorba Linda and BNSF railroad in our plans to build a new soundwall adjacent to the tracks. In February, the Mayor's Sports Field Task Force was formed, charged with identifying where the city could provide more recreational opportunities for our youth. The Task Force worked throughout the summer and submitted a list of recommendations. ",2007,04-Dec
Dedicated to the Virgin,OLIVIA MACIEL,Anaheim Bulletin,english,"Claudia Rivas, enjoys the festivities around Christmas time. But she is especially fond of the feast day of Our Lady of Guadalupe. Rivas, a devout Roman Catholic, joined Las Guadalupanas, a group dedicated to honoring and serving the Virgin Mary, as a way to show her gratitude to the virgin. She is among more than 40 Guadalupanas who helps set up the festivities for Dec. 12 at St. Anthony Claret Roman Catholic Church. ""We're in charge of hiring mariachis, buying roses and other flowers for the altar, providing sweet bread and hot chocolate,"" Rivas said. When the 85-year-old woman joined the group seven years ago, she was going through a bitter divorce. She prayed to the Virgin Mary to help her get through it and to allow her now 9 year-old son to always be provided for. Since then, she has been volunteering, whether physically or financially, to the group. Dec. 12, the day that Roman Catholics believe the Virgin Mary appeared to Juan Diego, a humble Indian, is generally celebrated throughout Mexico and other Latin American countries. People gather in city plazas or at basilicas by the hundred of thousands. In Jose Hernandez's hometown of Leon, Guanajato, Mexico, several people gather in the morning and carry in altar of the Virgin Mary across town. ""People walk about 14 hours, with breaks of course, to the next town, carrying the altar, while mariachis sing,"" said Hernandez, who has played Juan Diego in the re-enactment of the apparition at St. Anthony Claret. Although the feast isn't celebrated in the United States the way it's celebrated in Mexico, it still draws large crowds. Last year more than 3,500 people attended morning Mass at St. Anthony Claret, listening to the mariachis play ""Las Mananitas,"" a morning serenade to the Virgin Mary. ""It takes a lot of time to prepare for those celebrations,"" Rivas said. ""We have to start early in the year to prepare for this day."" Las Guadalupanas raises money for the event by selling tamales and coffee outside of i church or by holding other fund-raisers. ; The event costs a few thou- j sand dollars, Rivas said, who j didn't know the exact amount j spent. I ""In the end, it doesn't really j matter how much is spent,"" I Rivas said. ""It's worth being j able to continue a tradition j and expanding the faith of the Virgin."" Margarita Martinez braves the morning chill to participate in a celebration of the Feast of Our Lady of Guadalupe held in 2001 in the former Jeffrey-Lynne neighborhood. Celebrations this year are scheduled at local churches on Dec. 12, although some churches are celebrating Mass nightly in the days leading up to the feast day. What are you praying for? We asked people what they are praying for this year. Claudia Rivas: ""I'm praying for world peace... for the young children, for the single mothers in the world. I'll pray that they always be blessed."" Maria Rosas: ""That day, I will thank the Virgin for everything she has given me. My mom said that when I was born, I had a crooked leg and that she asked the Virgin to help me heal. It was a miracle."" Jazmin Vargas: ""I'll pray for peace within families and the whole world."" Emilia Barillas: ""For peace, for peace within drug addicts and alcoholics and for violence to diminish."" Jose Hernandez : ""I'll pray for peace. I also want to ask the Virgin to help me see my family in Mexico again because I'm on my own here.""",2007,04-Dec
Winds foil annual Santa drop,OLIVIA MACIEL,Anaheim Bulletin,english,"Santa Claus is always trying to find creative ways to visit children. Whether it's down the chimney or in a helicopter, Santa makes his visits known. Last year and in years past, he made a grand entrance at the Anaheim Town Square shopping center on Lincoln Avenue and State College Boulevard. He dove from a plane 10,000 feet in the air, landing in one of the center's parking spaces. On Friday, he made his Marissa Espinosa and Brittany Duigou stop at the Tina's Custom Crafts table to color canvas bags during the annual Anaheim Town Square ""Jingle Bell Jump"" on ""Just because you're cleaning tables right now, doesn't mean you're always going to do this."" LUIS A SANDOVA L 5 1 1 N. Brookhurst , Suit e 300 , Anaheim , CA 9280 1 much, if not all, of their paycheck to their families' needs or to pay their own expenses. ""Parents can't afford to rent them a tux for prom,"" she said. ""They want some extra money for their sports. Everything's so expensive now."" Sandoval said she likes to encourage the students to work hard and aim high. ""Just because you're cleaning tables right now, doesn't mean you're always going to do this,"" Sandoval said. Sandoval was born in Zacatecas, Mexico, and raised in Anaheim. She became a citizen about seven years ago with friend and colleague Blanca Avila, 34. Avila, now an assistant manager at the McDonald's on Harbor, began working with Sandoval 15 years ago. ""She's a really good manager,"" Avila says of Sandoval. ""We can always count on her when we need anything."" Sandoval said she knows working in a fast-paced fast-food restaurant can be stressful with sometimes 2,000 customers coming through the doors each day. So, she tries to make the job fun for her employees. With more than 100 employees, she tries to talk to and listen to all of them. Sometimes they raffle off prizes and ever year they throw a Christmas Party in the restaurant, when it's closed on Christmas Day. And the employees say they appreciate it. ""I've been here for three years and the only reason I stayed is because of her,"" says 19-year-old Desiree Garcia. Sandoval hired Daniel Hernandez, then a 16-year-old student at Anaheim High School, from YES. He has since moved his way up and recently was named manager of a Mission Viejo McDonald's. ""All my managerial skills I have now, I learned from her,"" said Hernandez, now 23. ",2007,04-Dec
Anaheim stables provide shelter,Eleeza V. Agopian,Anaheim Bulletin,english,"They came down the mountain to escape fires, smoke and poor health conditions. Now they're camped outdoors, in round pens and stables. Some of the refugees from last week's wildfires have found a temporary home at Rancho del Rio Stables. The horses - 10 in all have gotten accustomed to city life, away from their ranches and sprawling properties in Southern California's rural spots. Jayne Jones, owner of the stables, said there's no room left in the 166 stables, though she expects most of the horses to begin returning to their owners' stables. ""At least we can do something to help,"" she said. ""We hate to say no. We're trying to be creative."" Desperate fire refugees continued calling through last week, Jones said, and she suggested they try boarding their horses at the Orange County Fairgrounds and El Rodeo in Brea. The last three Jones said she was able to take had to stay in a round pen, rather than individual stables. ""We're just trying to be creative instead of making everybody put their horses in a pasture,"" Jones said. Terry Orbis, Rancho del Rio's manager, made the trek to the thick of the Paradise fire to help evacuate three horses, three dogs and a cat. ""Just give me the animals,"" she said. ""And I'll take care of that. I don't do hospitals, I don't do people, just give me the animals."" From where she stood, Orbis said the flames were visible in the trees next to the house and the smoke thick. For others, it wasn't the danger of fire that spurred them to relocate their animals. Paul Gallagher, a lieutenant with the Anaheim Police Department, said his veterinarian suggested moving his horses to avoid health hazards from the smoke. So Gallagher brought Cotton and Katie down from Chino Hills to Rancho del Rio. ""We got them out of there soon enough,"" he said. ""So they weren't too exposed. We were just fortunate to get where we did."" Though the flames have been tamed, many homes are without power or water, making it impossible for many residents whose homes were salvaged to return to their neighborhoods, so some horses are staying longer. Annual tree lighting dinner to benefit Boys and Girls Club The annual Anaheim White House Christmas Tree Lighting Dinner will be held Nov. 23 beginning at 6 p.m. with a champagne reception, tree lighting and dedication at 7 p.m. with dinner following. Proceeds will benefit ""Caterina's Girls"" Club, a special fund of the Boys and Girls Clubs of Anaheim. Participants will be able to witness the lighting of a 20-foot Christmas tree surrounded by 10 tons of white ""snow"" blanketing the rose garden. Special guests will include Santa Claus, Rudolph the Red-Nosed Reindeer and other holiday characters. Those attending may bring an unwrapped toy to place under the tree, which will then be delivered to a disadvantaged child from the Boys and Girls Clubs of Anaheim.",2007,04-Dec
"District, teachers agree to contract",OLIVIA MACIEL,Anaheim Bulletin,english,"Anaheim City School District teachers and district officials agreed to a contract for the 2003-04 school year during a special school board meeting last Thursday. The agreement comes a month after teachers rallied in front of district offices protesting increased health costs, saying they refused to sign new contracts. The dispute began after the district switched insurance plans from Blue Shield to Blue Cross. Both the California School Employees Association and the Anaheim Elementary Educators. Association reached a final settlement with the district that will cover more than 65 percent of health care costs, requiring teachers with families to pay $50 to $60 a month, depending on the coverage. ""It isn't what we initially asked for, but it's definitely a compromise,"" said Carol Reinbolt, a third-grade teacher at Westmont Elementary School and president of the teachers' union. Reinbolt said teachers wanted to pay between $40 and $60, but the final settlement ""is definitely a victory."" ""I'm very proud of our teachers. I'm glad they stood behind what they believed in,"" Reinbolt said. Before agreeing to a new contract, teachers with families were paying between $159 to $180 a month for health premiums, even though the district offered to pay 62 percent of the cost. With a 62 percent coverage, teachers with families would Background: Anaheim City School District teachers refused to renew their contracts in June because of health insurance increases that charged $159 to $180 a month for employees with children. The change was prompted by a shift to Blue Cross insurance coverage. The district offered to pay 62 percent of the charges, leaving employees with families to pay between $67 and $80 a month. The teachers wanted to pay betwefen $40 and $50 a month, leaving them to pay the full amount until an agreement was reached. What was settled: The Anaheim Elementary Education Association and the California School Employees Association ratified the collective bargaining agreement and teachers renewed their contracts. Teachers with families will now pay between $50 and $60 a month, depending on the amount of coverage. Currently: The district pays the health premium if the teacher opts for sole coverage. For those who chose Kaiser for insurance coverage, the district pays all costs, including for qualifying family members. ""I'm very proud of our teachers. I'm glad they stood behind what they believed in."" CAROL REINBOLT TEACHER S UNION PRESIDENT have had to pay between $67 and $80 a month, depending on the coverage. Rick Bagley, assistant superintendent of human resources, who serves as chief negotiator, is also happy with the result. ""The process worked well and both sides are content,"" Bagley said. ""The board set parameters and 1 had to make sure we worked within them."" District officials said the final settlement would not place a financial burden on the district for the current fiscal year.",2007,04-Dec
Sports complex at Magnolia High considered,Eleeza V. Agopian,Anaheim Bulletin,english,"Repeated concerns from West Anaheim residents and discussions at City Council meetings have led to a proposed solution for sports enthusiasts in the city's west end. A proposal to build a sports complex at Magnolia High School is making its way through the city's early planning stages now in an effort to alleviate crowded fields throughout the city, but mostly in West Anaheim, according to city staff. Mayor Curt Pringle in June asked city staff to begin working on a proposal for a sports complex at Magnolia High School. It. was at this meeting when West Anaheim residents first criticized the plan for the reconfiguration of Maxwell Park, saying the design created too many active uses of the space. Jack Kudron, interim community services director, said an early estimate of the project sets the price tag at somewhere between $1 million and $1.5 million. He said the city has contracted a landscape architect to draft a preliminary site plan. The project wouldn't go out to bid until after the 2004-05 fiscal year budget is approved. That budget would include the funds for the sports complex. ""The way the fields that are laid out at Magnolia High School, (they) could be laid out more efficiently,"" Kudron said. By reconfiguring the space two new fields could be added at Magnolia, Kudron said. Another major component of the project would be to light those fields, which would be designed as multi-purpose so that they could be used for baseball , Softball , soccer or football. According to city figures, West Anaheim currently has 43 soccer fields. Of those, 29 are dedicated to youth soccer and the remaining for adults. A plurality, 35, are unlighted. Central Anaheim has 34 soccer fields and East Anaheim has 18, according to the same city count. After West Anaheim residents criticized the city's proposed plan for redesigning Maxwell Park to accommodate an expanded library and additional parking, the city turned around last week and agreed to a compromise on the design. The agreement pleased some residents, who said it was a step in the right direction, who stopped short of saying it was a good plan. ""We're pleased that Mayor Pringle has not taken a hard-nosed stance on the old plan and that he is looking at possibilities,"" said Judithanne Collette, land use chairwoman for the West Anaheim Neighborhood Development Council. ""But it could be a much better comprehensive plan. It's another piece of quilt work."" Paul Mercier, superintendent of Magnolia School District, whose office abuts Maxwell Park, said the district's board is also pleased with the compromise plan. ""It (the Magnolia sports complex) will alleviate a lot,"" he said. ""But you know what, there's tremendous demands for fields everywhere."" ""(The Magnolia sports complex) will alleviate a lot. But you know what, there's tremendous demands for fields everywhere."" ",2007,04-Dec
Students post gains in standardized tests,OLIVIA MACIEL,Anaheim Bulletin,english,"Anaheim students, like their peers statewide, showed significant improvements in the Academic Performance Index scores this year, primarily because they were tested on what they have learned in the classroom and not on the Standard 9 test, which compares them to other students nationally. Thirteen of the 16 Anaheim Union High School District campuses met their goals. In the Anaheim City School District, 22 of 23 schools met their goals and all nine Magnolia School District campuses met their goals for the 2003 academic year. Six Magnolia district schools are eligible to apply for California Distinguished School honors. They are Baden Powell, Disney, Low, Marshall, Salk and Schweitzer. Superintendent Paul Mercier said he is pleased with the overall improvement of the schools. ""This is solid academic performance ... of our schools,"" Mercier said. ""Our schools are getting tremendous academic performance with populations inclusive of a high number of English-language learners and those receiving free or reduced lunch."" The Magnolia School District serves students in kindergarten through sixth grade, primarily in West Anaheim. Current enrollment is about 7,000 students. In the 2002-03 school year, about 5,000 students were eligible for free or reduced lunches. Trustee Esther Wallace echoed Mercier's excitement at Monday night's school board meeting.",2007,04-Dec
